Name	UBGE	QSRH	JWXT	LBWZ	FLGU
ZOQJ	95	1	1	0	3
KCPP	29	33	30	7	1
KJAE	70	19	2	0	9
HLIB	61	33	3	1	2
WYBE	15	16	59	1	9
YXUC	40	26	11	22	1
JEXY	27	68	4	0	1
INBN	4	18	39	20	19
PFSJ	40	37	17	1	5
MWFU	88	1	7	3	1
CJRL	95	2	0	2	1
BTVQ	13	30	5	39	13
KGNF	71	28	0	0	1
KRMK	70	2	11	3	14
VFKR	50	3	26	20	1
CUHQ	78	2	1	2	17
UMJQ	62	18	2	2	16
UYAG	12	64	5	18	1
IQVX	93	2	1	1	3
RNDX	67	30	2	0	1
PIQG	71	23	3	0	3
BHXO	5	28	58	3	6
OIID	31	11	11	17	30
FBYC	38	13	22	22	5
ZTRU	10	88	0	1	1
BMVQ	48	35	4	5	8
QTIJ	62	31	6	0	1
CGAR	86	6	7	0	1
VCPH	63	2	8	16	11
BUBV	32	37	27	2	2
TOMQ	87	1	2	1	9
UGRV	95	2	2	0	1
NZVK	9	88	2	0	1
NTHV	77	2	2	10	9
JMXI	0	32	65	2	1
WLNK	39	25	23	6	7
DLHI	72	13	6	7	2
UXCD	82	6	4	5	3
DDLL	68	11	12	1	8
ACNQ	45	19	6	2	28
CUSI	83	13	3	0	1
BDNC	21	66	11	0	2
CWHG	95	0	4	0	1
VCHQ	95	4	0	0	1
SAAA	65	1	28	2	4
HOKO	82	9	8	0	1
EAOP	8	83	1	7	1
ZYMT	47	10	40	0	3
UCJF	81	16	2	0	1
BXZK	78	5	15	0	2
CCLY	26	54	7	10	3
WCBS	56	3	36	0	5
QDUT	13	68	7	3	9
EMOE	92	5	0	2	1
ADQJ	74	0	0	1	25
SOIS	82	2	7	8	1
AXTQ	46	10	8	11	25
TDTU	18	15	59	1	7
YIRK	44	29	9	11	7
DSAP	47	34	9	0	10
ZPDB	97	1	0	1	1
YIPQ	26	16	50	4	4
QEUN	45	4	26	12	13
ODNT	17	50	27	0	6
QRUP	5	80	2	6	7
AWMC	91	6	1	1	1
WMYH	87	12	0	0	1
CQMV	96	2	1	0	1
MNZP	42	16	19	18	5
AIMP	60	15	14	9	2
UPXR	66	18	3	8	5
CWML	35	21	21	11	12
FDQK	73	20	3	2	2
ADHO	50	0	15	24	11
BRAJ	63	35	1	0	1
HIMO	78	0	9	8	5
VZJM	78	4	1	0	17
DIQN	24	49	3	1	23
OVJR	31	10	51	2	6
MRCK	27	68	3	1	1
SPTN	64	30	5	0	1
PZFI	31	10	41	11	7
FKZZ	65	27	2	3	3
CCAD	7	64	22	1	6
ORVQ	90	6	1	2	1
XNCI	92	4	3	0	1
YMEW	95	4	0	0	1
GCLN	83	13	3	0	1
FAUQ	31	5	46	10	8
ZGBD	68	0	23	4	5
EREP	51	43	1	3	2
JXJU	15	76	8	0	1
TFCX	78	6	15	0	1
TPWS	73	5	5	3	14
JXJD	60	7	12	6	15
UBHK	69	28	1	0	2
IYJM	91	7	1	0	1
RHVY	1	51	47	0	1
RDLG	53	35	6	3	3
VUDT	0	59	7	28	6
DUJU	82	13	1	2	2
EMLH	33	30	11	6	20
BDTO	47	10	23	11	9
KURD	69	0	27	0	4
DAUF	14	17	22	44	3
VXCB	29	15	13	15	28
MWSW	85	9	2	3	1
GUJA	5	17	65	2	11
PJEI	65	3	3	24	5
VUSO	10	44	13	6	27
OIRV	30	1	16	25	28
RVZI	83	5	10	1	1
CYLY	4	88	5	1	2
UWBB	92	6	1	0	1
NEMT	53	1	39	4	3
CRQV	11	68	0	10	11
XBME	5	32	9	33	21
PHAL	97	0	1	1	1
ZFVR	83	2	1	0	14
BWVJ	27	65	2	0	6
WODW	33	45	15	1	6
AVDG	99	0	0	0	1
DUVX	92	2	4	1	1
YKCF	50	39	3	5	3
AAPL	3	68	15	4	10
NRQZ	99	0	0	0	1
GXFM	7	34	4	27	28
WJXX	57	21	14	1	7
MLGY	81	3	14	0	2
GMJG	70	20	7	0	3
JLYP	56	37	4	1	2
YCOR	81	11	5	0	3
ALNO	62	3	29	0	6
AVGP	0	82	14	0	4
OUOD	54	2	28	10	6
UOZS	61	8	18	8	5
TIGH	17	18	30	9	26
PXPT	61	2	23	1	13
HJCA	7	57	17	18	1
UWUB	10	10	35	34	11
FPVR	59	21	0	7	13
IHNQ	44	50	0	4	2
YWKG	12	50	21	2	15
VGMH	44	23	5	13	15
LVNA	22	74	2	1	1
ITSU	8	78	7	6	1
WBDG	70	5	16	5	4
BSWI	1	71	25	2	1
DBEQ	36	1	32	30	1
IQXK	87	10	0	2	1
TQLK	29	65	4	0	2
EXYN	8	19	55	11	7
VUQB	66	30	2	1	1
NDXB	28	18	41	3	10
RXPK	27	37	21	3	12
GYLM	7	91	1	0	1
WHOC	12	87	0	0	1
CPWD	99	0	0	0	1
DRWE	61	14	8	5	12
ELUT	46	2	39	7	6
HVFZ	70	20	1	5	4
PTHR	65	16	4	8	7
YNIK	11	62	13	7	7
YGXR	21	44	13	1	21
VIWE	50	49	0	0	1
NFPW	6	64	19	8	3
FGUY	71	10	8	6	5
ISBL	78	10	5	0	7
JGVI	58	1	2	37	2
HWXX	11	56	14	4	15
PELZ	77	9	4	4	6
WHWU	92	6	1	0	1
TOMV	86	4	1	1	8
EVQV	45	28	12	10	5
HUWQ	1	46	13	37	3
XILH	16	21	2	32	29
FWDO	15	51	13	5	16
AGUY	78	10	0	4	8
VEND	90	0	0	2	8
HNYN	85	12	0	2	1
UCQP	37	56	3	2	2
KPPT	67	10	3	8	12
ICLZ	73	24	1	0	2
WWGQ	67	28	2	0	3
FWDR	86	6	7	0	1
QWSI	43	15	25	16	1
JNFT	39	3	10	41	7
MLTN	63	33	3	0	1
ELNU	15	40	24	18	3
DNIW	21	24	40	8	7
GHGE	64	23	10	0	3
RHEK	69	14	5	8	4
WEDA	74	21	4	0	1
ZJQW	71	8	13	1	7
SEGJ	66	28	5	0	1
QICW	29	9	11	32	19
FPAB	16	60	20	1	3
LJEH	2	87	5	2	4
QARN	23	72	0	0	5
GQJK	71	27	1	0	1
EZRC	27	43	0	0	30
IUXI	63	22	7	6	2
WSGH	45	35	7	3	10
OZUO	35	27	27	5	6
TJDA	23	28	5	1	43
ZRFL	4	71	9	10	6
DPNZ	71	8	8	6	7
PJOH	79	10	7	3	1
BKOH	47	25	14	7	7
PFIU	43	54	0	2	1
PDKT	90	7	2	0	1
YPKW	83	14	0	1	2
AIJQ	18	8	13	39	22
CAKN	98	1	0	0	1
DSRQ	6	86	7	0	1
PCIW	5	62	22	8	3
YUTD	58	24	11	3	4
ZTQW	33	18	23	8	18
NUSC	16	49	15	1	19
IABC	76	7	10	3	4
JQOE	84	15	0	0	1
CERH	27	8	0	20	45
QZIH	95	2	1	0	2
JRUO	53	25	16	3	3
EFNS	72	8	10	5	5
SDAZ	90	1	7	0	2
ASMU	97	0	1	1	1
AEVE	16	42	1	23	18
KADB	59	12	17	4	8
MUOV	56	26	8	2	8
WPNV	6	91	2	0	1
STRO	47	17	13	5	18
CLPW	3	72	15	7	3
DDHE	74	17	1	3	5
SPIP	96	0	2	0	2
JGIW	62	1	31	0	6
KISD	2	57	7	3	31
ZVRY	69	15	1	1	14
NGVW	2	79	4	13	2
YDNU	40	45	1	1	13
GDUK	95	0	1	0	4
LFPE	54	25	15	5	1
DHIJ	23	0	10	39	28
CVFW	7	36	40	3	14
SPRO	69	22	1	3	5
WRKV	20	7	25	17	31
KQQD	42	41	14	0	3
ZFID	87	6	0	0	7
MKLY	87	2	2	3	6
DXNO	58	12	11	18	1
LVML	74	15	8	0	3
SKPM	39	59	1	0	1
PJIV	66	13	10	2	9
LFZN	21	23	37	12	7
VIRB	5	59	10	23	3
PLFL	57	30	0	2	11
JEYF	97	1	0	0	2
IFZN	60	11	22	3	4
TXRC	30	35	10	24	1
BKGF	17	2	54	20	7
FUEB	35	30	24	2	9
ZPSW	63	28	2	2	5
QUSR	4	90	5	0	1
WZDO	32	7	54	2	5
NGIU	10	64	2	6	18
FKCS	81	8	3	2	6
CXOJ	32	0	47	5	16
YIFK	33	10	53	3	1
SKIK	45	28	5	20	2
SLMR	83	2	0	6	9
PVLK	53	24	22	0	1
OBWU	52	33	14	0	1
LGZK	13	83	3	0	1
SQRX	53	1	19	20	7
ITUM	71	15	4	2	8
KUWJ	66	14	8	0	12
MLFP	19	48	9	15	9
ZVRX	85	1	13	0	1
QBMT	91	4	1	3	1
XTAJ	10	41	45	1	3
FQKC	82	15	1	1	1
MDNW	85	6	3	1	5
UJTP	95	3	0	0	2
CIRL	59	38	1	1	1
XJRG	68	28	2	1	1
NTHU	94	2	0	1	3
KSOT	71	9	6	8	6
NJAN	15	11	8	34	32
OZYM	77	2	13	7	1
RYCF	36	20	3	25	16
GFAX	36	50	11	1	2
BCSI	87	2	7	1	3
QTFZ	50	29	14	1	6
BRCT	25	10	13	10	42
HKGY	9	19	11	47	14
EKLR	40	19	0	20	21
HSOP	8	10	9	49	24
NTVR	71	1	8	17	3
WNAM	92	5	0	1	2
PLVD	15	84	0	0	1
RPMN	59	24	1	2	14
HOKJ	38	29	1	3	29
CNUW	29	37	19	8	7
LDAQ	30	69	0	0	1
WCAD	58	32	3	1	6
KWFJ	32	62	0	0	6
KSBQ	19	0	36	6	39
ZXBM	59	19	18	1	3
AWMH	47	48	2	0	3
FNML	32	14	13	22	19
BXFP	95	4	0	0	1
QWDS	70	24	4	1	1
AYIM	43	43	8	2	4
ETKR	53	0	38	7	2
QNKS	26	18	18	5	33
NPQP	77	19	2	0	2
WOLK	89	8	0	0	3
GTLF	50	34	5	7	4
BJBE	40	58	1	0	1
PEZV	12	2	60	8	18
DZVZ	58	17	22	2	1
LDLN	82	2	10	4	2
HAOK	76	10	0	12	2
XRUS	81	5	2	2	10
ACBN	87	4	0	5	4
MFSH	51	6	40	1	2
ODOD	47	15	21	12	5
ZYCX	62	6	1	5	26
YGMT	5	10	80	4	1
YXYO	70	21	3	4	2
THDR	71	1	20	6	2
NIOY	25	10	0	19	46
EOIG	65	6	12	7	10
FQEO	33	1	1	16	49
OJEI	1	36	28	31	4
NTGS	56	0	29	12	3
XQKD	37	6	4	28	25
WSMC	88	2	4	2	4
IHJX	97	2	0	0	1
CLTX	96	2	1	0	1
ZJQR	62	33	4	0	1
GQLI	88	4	0	2	6
ITKH	62	28	8	0	2
JPAX	35	10	31	3	21
VHDN	53	34	11	0	2
KXQJ	22	75	2	0	1
LKPF	33	39	15	2	11
OKIB	84	15	0	0	1
BIMP	24	37	30	5	4
WYXS	13	41	45	0	1
RHMY	56	15	23	1	5
SXZD	41	48	6	2	3
VNHX	46	17	18	18	1
QAIK	71	25	0	0	4
KXJO	49	9	22	13	7
NGWI	51	32	2	1	14
ILXP	17	7	71	1	4
UNHO	1	40	30	24	5
VXSN	43	1	52	2	2
ZPKF	45	9	20	24	2
WHBG	98	0	1	0	1
ZBUZ	87	12	0	0	1
TAMP	96	2	1	0	1
NGPO	68	23	7	1	1
BIST	35	16	42	2	5
AJNJ	23	73	3	0	1
YHLL	68	26	5	0	1
QTTT	86	4	6	0	4
EFYN	29	65	4	1	1
EDOP	12	22	4	34	28
MPQK	28	31	37	0	4
JNCP	48	6	22	17	7
THFA	2	21	54	0	23
NYHO	27	29	3	15	26
RFGG	69	7	22	1	1
HSEU	81	2	0	0	17
QVWV	5	3	48	11	33
XPWI	14	29	54	2	1
LTXH	88	2	0	4	6
JLTI	3	89	1	2	5
YGYL	55	11	10	15	9
RZJC	37	38	15	9	1
TGIC	23	56	2	7	12
VJMP	30	14	13	42	1
KMKX	40	31	11	3	15
KHPX	89	10	0	0	1
VUOU	57	5	5	6	27
DOQF	78	15	2	2	3
TJRX	19	57	13	2	9
WDRY	13	19	33	30	5
GSTN	63	16	8	3	10
IFTW	90	1	3	4	2
YCEN	24	16	33	3	24
FIXL	45	10	2	38	5
BTYB	94	4	1	0	1
ZKOZ	95	3	0	1	1
TZAA	5	92	1	0	2
EQHH	52	46	1	0	1
EWUE	24	26	37	1	12
GWOV	66	19	2	6	7
AGRM	19	2	66	1	12
DXXI	50	27	17	5	1
PKVC	90	1	3	2	4
FWUE	42	46	4	4	4
LUHH	29	22	46	0	3
ASAI	44	24	20	8	4
COFG	76	2	13	7	2
VHGI	26	49	16	2	7
OIWS	25	37	26	3	9
MRBF	13	8	75	3	1
FBBW	58	4	31	2	5
EMLA	5	57	32	2	4
BSTD	57	39	1	1	2
VXUB	3	41	38	12	6
IMDF	58	32	7	1	2
MNOU	4	66	7	19	4
VSDL	33	55	2	2	8
QMAR	30	52	5	9	4
UTRO	47	35	13	1	4
ZHQB	35	42	12	1	10
RYGI	27	18	20	17	18
GVOC	74	1	3	16	6
EVZI	1	66	12	3	18
YXLA	19	11	65	4	1
XXZJ	51	47	0	1	1
JEHQ	9	59	16	14	2
DXXN	66	8	3	0	23
OCKK	81	6	3	1	9
XPFW	8	72	4	3	13
JMYV	36	47	0	4	13
JOWH	25	31	13	20	11
TZUK	56	3	29	0	12
XESM	45	36	15	1	3
RRDF	28	22	31	15	4
ADAH	46	53	0	0	1
INCC	98	1	0	0	1
TYYE	1	56	34	6	3
SNQO	28	7	25	18	22
JZKK	4	43	29	21	3
IGEY	56	31	5	6	2
BVLI	37	28	28	3	4
IIOY	35	18	9	8	30
DQTZ	42	12	12	9	25
KBWU	39	53	1	6	1
DUNM	64	1	2	29	4
EXCS	90	6	2	0	2
AYVX	97	1	0	1	1
OEYI	58	1	3	17	21
EOVO	75	18	4	0	3
OVVN	13	46	16	19	6
MVTL	6	20	1	53	20
ISXM	11	66	7	2	14
VQOJ	77	22	0	0	1
KTJD	56	40	2	0	2
UDVT	29	45	10	15	1
OCFB	83	1	15	0	1
NRRN	98	0	0	1	1
OLBI	86	12	0	0	2
AWSZ	91	5	3	0	1
FPVR	73	6	9	3	9
UOPW	26	12	2	43	17
DHEW	60	2	3	23	12
YVAY	39	60	0	0	1
VMHJ	23	26	40	3	8
ZTOI	26	21	8	38	7
VZVP	39	60	0	0	1
NDTX	22	39	35	3	1
QRAU	89	7	1	2	1
NWWW	51	37	4	5	3
RDDK	16	23	33	23	5
XDWC	60	34	0	2	4
WURP	26	27	45	0	2
MBCO	11	65	15	6	3
TCGB	38	29	20	4	9
DEXU	78	9	2	7	4
TKZT	9	72	7	3	9
EYYC	18	81	0	0	1
MDIM	61	1	3	13	22
EIMC	47	9	16	1	27
XLVS	73	24	1	1	1
TZXL	53	24	4	2	17
LTHQ	7	63	0	21	9
HQPU	32	19	40	8	1
OWFS	18	1	33	27	21
MKTQ	14	56	25	3	2
DJQT	88	8	3	0	1
LCKC	31	58	6	2	3
DXWQ	30	31	36	1	2
ISDR	91	3	3	1	2
UYRZ	63	3	3	25	6
XAHC	60	11	7	14	8
TIMG	79	4	5	8	4
LFKE	58	12	8	1	21
OUIJ	19	53	22	0	6
UBTH	15	72	10	0	3
MNYP	87	3	8	1	1
PZNK	68	30	0	1	1
SGNV	96	3	0	0	1
MLMT	43	2	28	15	12
KJRC	38	42	3	4	13
XTUF	12	35	19	27	7
UEPX	32	67	0	0	1
BVDL	82	1	2	8	7
LZAI	27	10	12	1	50
BHXF	11	21	66	0	2
BRYG	44	33	5	7	11
HCBO	56	32	5	5	2
PFTE	39	3	31	17	10
ZOWB	7	79	6	6	2
VAKE	16	74	1	7	2
SPAE	10	57	15	5	13
WCPX	48	42	6	0	4
DHHX	74	4	7	6	9
QGSO	34	17	32	12	5
CXLV	1	35	35	9	20
CNFZ	25	43	10	0	22
IJBW	60	9	3	14	14
GPOW	92	7	0	0	1
LXUP	37	55	7	0	1
TYUF	98	0	0	0	2
XRFY	22	60	2	13	3
UXOK	80	13	2	0	5
OPOJ	77	16	4	1	2
KHDQ	43	51	3	2	1
LNYG	71	0	10	12	7
UYVL	31	39	28	0	2
OQRJ	81	15	1	0	3
ATOY	63	17	8	10	2
JRZH	71	4	11	7	7
GWOV	91	1	1	5	2
ICCU	24	12	4	35	25
FTFY	46	22	1	9	22
NYBQ	57	27	5	4	7
FDDY	25	33	11	25	6
QTQO	37	40	14	1	8
PKCY	95	2	0	2	1
VGIZ	12	44	10	23	11
TSPC	3	13	29	42	13
MJIS	80	9	10	0	1
IWAE	56	17	11	11	5
CHCZ	12	27	43	1	17
MYVR	3	50	8	18	21
BHMP	13	28	1	21	37
ILQH	47	3	5	15	30
GXAT	4	34	40	3	19
RGGW	66	8	21	4	1
RODH	91	7	1	0	1
HSRR	67	14	12	2	5
VMKD	50	22	11	11	6
QIXX	9	15	53	1	22
PVPX	92	6	0	0	2
IGLI	69	30	0	0	1
PVAF	83	11	1	1	4
DLQP	95	3	1	0	1
APBV	82	12	3	2	1
AAVG	99	0	0	0	1
VRHH	13	42	10	32	3
OKTM	20	66	6	5	3
PIHC	90	6	1	2	1
HAEU	84	0	3	0	13
LZUH	36	23	40	0	1
JDHL	95	0	3	0	2
PFQR	82	16	1	0	1
HLZC	31	29	3	18	19
ESAG	5	15	21	13	46
JTTT	36	61	2	0	1
GZFQ	40	33	5	11	11
FPAY	38	54	1	6	1
BUGF	0	54	6	16	24
YKHC	17	0	67	4	12
MSWI	20	35	4	25	16
NMBL	16	28	47	4	5
NURO	69	21	2	5	3
WVSA	27	8	24	7	34
USLR	2	88	7	1	2
SRSN	49	35	4	7	5
OUOJ	31	16	32	16	5
LDMK	73	2	8	6	11
CWQM	89	1	4	3	3
CBWA	99	0	0	0	1
OCLM	55	0	39	3	3
CQGW	42	19	34	3	2
IILQ	6	73	14	2	5
IYHG	38	35	21	4	2
YIVQ	63	31	5	0	1
ZCJG	93	4	0	2	1
EGSR	31	39	2	21	7
KBEP	72	17	1	5	5
WNYC	49	13	37	0	1
MIQZ	40	27	14	13	6
TNBD	85	1	5	3	6
GBFO	69	7	8	6	10
XWKK	67	3	7	21	2
GGFZ	92	0	2	5	1
QLVE	54	1	29	11	5
DOWL	3	39	45	2	11
ZGCN	6	2	4	58	30
HDWQ	87	5	3	0	5
RHYG	40	10	41	7	2
FQHD	24	63	11	1	1
MAAR	0	83	14	1	2
JEXK	15	3	71	7	4
CSTT	46	28	21	3	2
LFIK	75	23	0	0	2
GADW	40	47	1	10	2
KJWF	26	32	29	2	11
UOBO	9	12	31	45	3
EGGU	52	21	22	2	3
TMDD	88	11	0	0	1
OXJC	64	21	7	7	1
NDQF	87	11	0	0	2
QFRE	56	15	9	18	2
NKLU	30	40	9	16	5
GTAF	78	6	4	7	5
SGHK	80	12	4	3	1
CANR	31	9	43	3	14
OKPG	13	62	16	8	1
VWYD	86	2	3	3	6
XCLI	9	84	0	6	1
VORH	7	57	16	2	18
AVQK	68	1	14	0	17
PIOY	69	14	0	16	1
RETF	68	13	1	11	7
GSKO	2	37	52	1	8
KVCB	50	47	1	1	1
QLTT	36	12	8	16	28
NSPX	85	3	5	4	3
SADY	65	31	3	0	1
MJNW	33	66	0	0	1
MXPG	67	11	5	1	16
OBBH	76	22	0	0	2
LNIM	81	13	1	3	2
MOHZ	66	10	0	12	12
GWKY	62	7	28	1	2
TBKP	84	10	2	2	2
AJLV	67	32	0	0	1
SWTD	5	25	27	10	33
ANBX	53	19	15	3	10
PYTT	30	40	26	3	1
CUZI	87	2	9	0	2
YQFT	42	45	4	4	5
RDPI	63	19	17	0	1
UFGT	23	13	31	4	29
ZYAH	28	5	25	33	9
RTYX	21	64	12	2	1
PGBE	98	1	0	0	1
UKNR	95	0	0	3	2
DBTM	75	1	4	12	8
TUQW	57	2	15	25	1
JLDZ	11	28	9	21	31
ULMX	56	30	11	1	2
SEUD	6	31	2	34	27
BMKE	93	2	0	3	2
ANHN	98	0	1	0	1
XISI	55	13	1	2	29
YCEJ	28	16	51	0	5
KOXQ	92	7	0	0	1
LUWB	39	21	22	11	7
NZGS	63	27	0	7	3
KIGW	11	56	14	14	5
PGCL	16	0	73	10	1
WFWU	41	0	39	11	9
NNVI	98	0	0	1	1
ODFP	71	18	4	5	2
ICLD	25	11	30	17	17
CHWL	85	3	4	3	5
RRJP	78	2	16	1	3
VKWA	78	6	3	2	11
VBLI	55	23	7	5	10
BIFR	32	66	1	0	1
TUYB	26	58	0	3	13
HBIV	28	31	30	8	3
CQPU	78	1	18	0	3
IZNM	90	1	0	7	2
PNHZ	36	10	51	0	3
BFAN	19	39	3	24	15
OKPR	38	2	33	19	8
YUSH	27	39	10	4	20
ZMGT	16	63	9	10	2
ROTO	4	34	59	2	1
XXXM	53	18	13	8	8
ZOBP	44	38	14	2	2
XVNT	24	24	24	22	6
ZRZV	30	69	0	0	1
VXJJ	63	30	4	1	2
ZRUP	71	24	2	2	1
TFRF	82	4	8	3	3
KCNW	39	38	5	17	1
XMUO	33	26	35	0	6
FYTO	55	39	0	0	6
FZCC	33	30	27	5	5
HTZO	29	55	2	5	9
LURG	6	85	6	1	2
IOAX	48	1	1	26	24
ZKRK	54	7	25	6	8
SFGO	42	19	30	3	6
TJDU	19	68	0	3	10
ISTT	43	49	0	2	6
SLOX	12	68	16	1	3
DFOW	65	3	29	0	3
UPDC	90	2	2	0	6
IJCV	43	50	0	5	2
CAWZ	77	20	0	2	1
OWQZ	30	14	35	4	17
USZV	73	0	9	8	10
CKOT	70	29	0	0	1
FRUQ	24	71	1	3	1
HEOA	63	14	19	0	4
SWBS	89	1	1	0	9
QKXJ	32	36	8	13	11
BJTP	42	57	0	0	1
MCNO	45	18	30	4	3
OLAW	94	0	2	0	4
OSAW	1	85	7	5	2
XZZG	63	9	19	6	3
WFFU	65	19	10	1	5
OFVX	50	20	18	11	1
ASAS	98	0	1	0	1
NTRM	34	37	1	8	20
SHZT	91	5	1	0	3
BRHU	2	64	9	11	14
JBGX	20	78	1	0	1
KOGX	86	2	11	0	1
ENEF	41	52	0	3	4
JARH	86	0	8	5	1
MFCH	33	10	5	38	14
NHJI	31	33	5	28	3
SHQM	48	2	2	22	26
BUOF	31	31	32	2	4
ZJKR	4	65	20	10	1
LLRD	53	31	2	12	2
WTOP	38	6	21	15	20
DQGN	60	35	2	0	3
LZJY	8	45	40	0	7
PQBB	36	59	4	0	1
RSIO	89	2	8	0	1
ZYNK	44	7	19	16	14
APSO	28	14	45	4	9
XNZT	5	33	5	12	45
RVWX	55	39	1	0	5
ANYD	96	1	1	0	2
GNAT	21	31	5	19	24
XZRJ	25	17	46	7	5
WHSP	26	36	37	0	1
LNNU	26	48	10	7	9
YONO	31	22	0	13	34
TKZO	21	64	13	1	1
SHGR	72	27	0	0	1
NXIR	86	4	2	2	6
OFKS	73	7	6	7	7
HLWW	49	21	27	1	2
PTBZ	40	44	11	4	1
JTAK	1	30	29	15	25
FTZA	40	12	2	20	26
ZSJH	11	29	15	4	41
ZSCC	27	17	47	7	2
MLJZ	24	68	4	3	1
ZMRT	41	53	1	1	4
SQZS	37	26	31	0	6
MXLI	22	25	6	45	2
WENY	84	0	3	0	13
EJHQ	67	16	11	0	6
MSKQ	25	11	30	2	32
PJMI	45	11	33	7	4
JSWG	38	15	25	14	8
LXNZ	12	19	23	0	46
GKVN	93	3	2	1	1
RLJM	57	36	4	2	1
QQHZ	61	16	15	1	7
ETFI	63	17	18	0	2
AMCB	37	14	36	11	2
ZDOY	88	0	0	6	6
HOJM	93	2	1	3	1
SPJF	27	27	4	8	34
NZMC	76	13	6	1	4
XKAM	85	11	1	0	3
RQAC	10	40	22	18	10
CHJU	86	7	4	1	2
BJKX	55	44	0	0	1
YZPN	35	60	4	0	1
FGNQ	34	65	0	0	1
NVZM	20	65	7	2	6
VKKM	33	31	20	10	6
VHEC	84	15	0	0	1
IJOP	1	92	1	0	6
GIJS	0	32	36	3	29
MGRY	52	22	16	7	3
RWVB	82	17	0	0	1
OVEV	25	67	2	5	1
DIFZ	9	77	9	2	3
TBQP	25	25	32	15	3
TUYD	9	18	18	14	41
DTEE	16	60	20	2	2
YUVF	25	47	18	8	2
FJHU	36	40	8	3	13
EIBL	98	0	1	0	1
BYWI	67	15	5	0	13
EBQL	52	21	16	1	10
DCYT	89	5	5	0	1
LZAW	64	15	12	6	3
ZWDH	75	8	2	11	4
BHPH	99	0	0	0	1
SYHX	26	4	2	40	28
BKXS	43	25	12	15	5
MXLQ	31	19	18	26	6
YERQ	88	7	2	1	2
HIDS	12	61	13	13	1
WOGJ	42	26	10	13	9
WVVC	42	2	22	14	20
PMYC	37	25	26	5	7
XJKD	31	47	13	6	3
KNUU	3	0	38	28	31
WCTB	76	9	1	3	11
XSDQ	75	10	8	3	4
VUMB	4	18	21	10	47
FBSX	25	46	11	10	8
BLGH	66	22	8	1	3
GDFP	56	42	0	0	2
YJYG	53	16	13	12	6
VOVR	70	6	0	7	17
IOPH	16	24	46	2	12
CZUX	97	2	0	0	1
BRYX	68	5	1	18	8
AOLC	81	0	15	0	4
DXHA	39	43	15	2	1
PTDO	54	24	15	1	6
YPQA	26	8	40	4	22
NWHP	83	11	2	0	4
ETTB	38	37	20	1	4
WHIY	3	45	9	20	23
WIEF	37	49	10	0	4
IDNO	42	13	37	7	1
JAKU	76	15	6	1	2
THEZ	79	14	0	0	7
RUSN	49	8	31	4	8
ZTTG	8	26	61	3	2
LKOA	8	37	39	3	13
OVLC	61	30	2	4	3
AMWQ	50	15	14	4	17
HAUA	89	5	1	2	3
IOOK	11	9	76	1	3
CMZR	70	18	9	0	3
NCGP	41	17	4	4	34
ZITC	62	26	4	0	8
OZTB	22	65	6	6	1
NQOA	34	49	8	5	4
FONU	24	49	1	1	25
LLKU	36	55	5	1	3
DYCS	87	9	0	2	2
OJCU	76	2	17	1	4
VCWB	16	46	30	7	1
YSQU	43	42	8	4	3
ZDWK	64	28	6	1	1
OVFX	57	11	8	8	16
REYH	2	56	9	19	14
DEUE	5	20	18	46	11
VLVQ	20	28	31	0	21
IINI	33	61	2	2	2
LHDG	80	5	9	2	4
XHHL	98	1	0	0	1
PKBD	45	35	2	5	13
OXYR	7	85	2	1	5
VDST	8	89	0	1	2
UKSX	5	13	4	54	24
WDSY	84	3	2	8	3
EVSX	30	65	1	3	1
BCQW	89	7	1	1	2
KNJB	91	1	1	2	5
WGVY	20	26	19	22	13
YXPG	26	9	16	42	7
CTWY	52	9	31	1	7
XCNI	83	2	13	1	1
PHAB	10	35	43	8	4
TZXZ	13	2	30	15	40
GMZE	35	18	42	3	2
LRBD	79	0	17	3	1
BQQZ	9	18	54	12	7
YDFO	29	58	0	11	2
SGBI	18	57	14	3	8
JJPL	36	42	20	1	1
DDYN	38	22	7	1	32
THFF	6	32	22	25	15
REKO	97	1	1	0	1
AIPT	62	12	8	5	13
FNKE	88	6	2	1	3
CZPX	48	19	8	0	25
ZYTE	27	27	33	8	5
NPMB	75	11	6	3	5
YXZO	93	1	4	0	2
SBMZ	89	7	3	0	1
BPTR	55	6	0	32	7
TTQH	2	41	33	15	9
OEYO	38	42	1	15	4
FPMF	90	7	2	0	1
TVZE	70	23	6	0	1
XDUE	54	20	3	6	17
LVLT	74	7	4	5	10
MYLY	65	27	7	0	1
ZUOE	44	23	30	2	1
HDRG	88	10	0	1	1
MFUB	32	2	6	28	32
PPRT	32	63	0	0	5
FUFT	90	9	0	0	1
XQLP	61	0	19	11	9
RRML	0	86	9	4	1
SBPV	73	4	10	4	9
ZOAC	70	15	12	1	2
JTER	58	20	18	2	2
CCCQ	46	38	1	5	10
CHAV	33	66	0	0	1
ECQB	0	39	53	1	7
VXBG	69	0	10	4	17
FBTQ	7	75	16	0	2
LRAL	47	1	10	16	26
MLMM	83	13	2	1	1
GXVO	64	30	3	0	3
XUQH	24	50	17	3	6
FKPI	37	27	24	9	3
SRUH	51	42	2	2	3
MAKE	98	0	1	0	1
AYNR	40	55	0	4	1
TDHL	20	18	20	33	9
FBVZ	8	34	32	1	25
KFUF	26	37	14	19	4
UAHL	92	0	3	3	2
